item,word,word2,sentence,context_length,sent_id,item_id,list,rating_mean,rating_sd,cloze_p_smoothed,cloze_s,competition,entropy,ELAN,LAN,N400,EPNP,P600,PNP,RTfirstfix,RTfirstpass,RTrightbound,RTgopast,self_paced_reading_time,rnn,rnn_pos,psg,psg_pos,bigram,trigram,tetragram,bigram_pos,trigram_pos,tetragram_pos,is_start_end,is_multitoken_GPT2,s_GPT2,is_multitoken_GPT2_medium,s_GPT2_medium,is_multitoken_GPT2_large,s_GPT2_large,is_multitoken_GPT2_xl,s_GPT2_xl,is_multitoken_GPTNeo_125M,s_GPTNeo_125M,is_multitoken_GPTNeo,s_GPTNeo,is_multitoken_GPTNeo_2.7B,s_GPTNeo_2.7B,Subtlex_log10,length
She hid the,boxes,BOXES,She hid the boxes and matches well.,3,53,270,1,3.442622950819672,1.147818077396333,0.0076335877862595,4.875197323201151,-0.0763358778625954,3.807727742196896,-0.646174236673033,-2.505662165809189,-0.6912432220720109,-0.6401433074941815,-0.161755838564464,-0.3056241411570904,156.66666666666666,191.6190476190476,221.42857142857144,302.3809523809524,269.3424657534247,9.892610549926758,2.936492103589715,9.901000000000002,2.9000000000000004,10.118134544889086,10.071829558668975,10.071829558668975,2.385685389000201,2.8523042580954443,3.0200475821200605,0,0,8.157477881973126,0,7.493903029746762,0,7.712725086674143,0,7.515269362027404,0,9.339667745353168,0,6.565989572353922,0,7.606997128171272,6.684611727667927,5
There will be men to kill either,way.,WAY,There will be men to kill either way.,7,81,464,1,3.5901639344262297,1.2958529903803115,0.1941747572815534,1.6389967146756448,0.0194174757281553,2.6920697207064777,1.8391546046386336,0.8339334892740249,1.620357114262879,2.340083582191702,0.8111640553921461,2.8679558452587943,128.66666666666666,145.23809523809524,151.23809523809524,367.6190476190476,301.6666666666667,7.718277454376221,2.248849511650406,15.802,2.1050000000000004,3.3359162051769835,3.32576180491688,3.32576180491688,0.5951629844967289,0.5826898810479801,0.5732331640710537,1,1,11.272683129153188,1,9.206103289032193,1,9.034955405611306,1,10.30999355422052,1,11.252925067559442,1,11.668087946101592,1,10.575616604069968,11.193560068411013,4
Billy knocked on the door and waited till he was told,to,TO,Billy knocked on the door and waited till he was told to enter.,11,189,1516,1,4.475409836065574,0.697771628759467,0.6494845360824743,0.4315762521118501,0.6082474226804124,1.6068725375991653,-2.112311835353387,-0.6942893104834539,0.4613590883581261,1.044241604888272,0.3492196032679395,1.523068572046481,56.09756097560975,62.34146341463415,62.34146341463415,62.34146341463415,239.52,2.199946403503418,2.288777378791514,2.1099999999999994,2.2230000000000025,3.5227709854734504,1.9776051407241453,2.1583949118856656,2.2345321905706066,2.2020887666103204,2.2229547927230326,0,0,1.9264842455637976,0,1.4118852017605723,0,1.0068811052920033,0,0.9892289503869484,0,1.3423463068919697,0,0.5854037945241781,0,0.612730152424303,13.960969286275441,2
The shout caught him,off,OFF,The shout caught him off guard and he fell back a little way.,4,193,1557,1,4.557377049180328,0.6461318277238897,0.3684210526315789,0.9985288301111273,0.2105263157894736,2.1541344859771066,-0.0124934839977048,-0.6770529250044799,-1.4498066319660707,-0.5928613289986605,-2.0494145900011063,-0.3726401894567878,132.57142857142858,132.57142857142858,135.42857142857142,182.8571428571429,291.75714285714287,4.295255661010742,2.1257737703262967,6.253,2.1910000000000007,5.40630861739351,5.347915059435181,5.488211569151308,3.05106340332269,1.97429402336042,1.926179205257216,0,0,0.9731207675249444,0,0.6174344920737485,0,0.6566531186710837,0,0.8681448914112745,0,0.8951591511357657,0,0.8906914582183504,0,1.0954062630300017,11.004679843467624,3
I don't want to hear,it.,IT,I don't want to hear it.,5,23,103,1,4.622950819672131,0.6871180011766419,0.2978723404255319,1.2110902720948,0.1382978723404255,2.1928541022571406,0.223707691485674,-0.004429222449711,0.4708124195987528,1.1118079150560556,0.1977686919271946,0.6661565157408696,102.92682926829268,105.65853658536584,105.65853658536584,121.5609756097561,297.1948051948052,4.137974739074707,3.4246953274941787,14.581000000000005,3.965,2.9343453649588223,2.8531331887289224,2.226597482340149,2.360495108082846,2.433947572549356,2.2833423893718945,1,1,9.748246746972804,1,10.024270141030808,1,9.836587687498682,1,10.0566706621146,1,8.60140029750807,1,8.54164721495384,1,9.094745719536451,13.77854777376974,3
Anne lost control,and,AND,Anne lost control and laughed.,3,1,3,1,4.0,0.9309493362512627,0.0520833333333333,2.954910279033736,-0.5416666666666666,1.7397460892024452,-1.326700026806768,1.979441276003005,0.947105077050981,0.0139906554483545,0.404322862625122,0.4794822549232999,59.627906976744185,64.93023255813954,64.93023255813954,108.65116279069768,253.02941176470588,2.919790029525757,2.618835870155064,2.796,2.7989999999999995,2.9230626980031515,3.639281791178949,3.826182623177276,2.636690189987482,2.572609246849457,3.777552026013242,0,0,2.847911092082948,0,2.141168327821671,0,2.885410524620069,0,2.3623812871308334,0,3.278760888282315,0,2.942880396712914,0,2.539427197579984,13.433927978319357,3
He drank too much at times,and,AND,He drank too much at times and washed too little at times.,6,154,1115,1,4.016393442622951,0.9035449311589052,0.2685185185185185,1.3148353971377456,0.1388888888888889,2.8493442114967173,-0.0228844337989279,0.7260910538517472,2.567048962375051,0.1230060719079958,0.4102565348148346,0.142073462109043,117.14285714285714,117.14285714285714,120.47619047619048,139.42857142857142,283.7922077922078,3.3966317176818848,2.388745009503183,2.7719999999999985,2.4080000000000013,3.233911685557348,4.188333206603379,4.127821270359496,2.4519768138275,2.177269201892938,2.262683595917552,0,0,1.6247057330228727,0,1.762045908268526,0,1.454476252917423,0,1.655324037778882,0,2.0163277888407585,0,1.6061311408234458,0,2.05210101397029,13.433927978319357,3
Looks like a,walk,WALK,Looks like a walk did the trick.,3,41,198,1,1.819672131147541,1.0409642440434972,0.0074626865671641,4.897839799950911,-0.0746268656716418,3.889426517505416,2.12603506568155,-0.620338052527193,1.2530602628276462,1.2679225120807065,-0.0422311110333317,1.1242483358657946,154.76190476190476,182.7619047619048,202.3809523809524,271.6190476190476,256.1184210526316,7.474102020263672,0.6098981550349828,7.502000000000002,0.532,7.4735695138835645,7.773320041289529,7.980253363596904,0.5951629844967289,0.5370088953880714,0.525169002839896,0,0,8.085340986567532,0,7.419002755734223,0,7.932003922245308,0,8.163329663867035,0,7.260096208343873,0,7.151096892909901,0,6.930417002259752,9.306468399070402,4
One by one she placed her teeth about their,necks,NECKS,One by one she placed her teeth about their necks and killed them.,9,192,1550,1,1.9180327868852456,1.1298242041310838,0.2166666666666666,1.529395204760564,0.1583333333333333,3.32961698416632,2.563198476158718,-3.096225458697267,-2.2901213693877924,-1.2547510521253151,-1.20868277484956,-0.3488556993230446,197.42857142857144,237.52380952380952,267.23809523809524,538.6666666666666,360.14925373134326,11.43683910369873,1.7251179361582176,8.104,1.612000000000002,7.938875909475801,8.066162813416511,8.143207310628092,1.5817562244620738,1.6651051996582722,1.5439708030860413,0,0,0.960684190610241,0,2.061785248946252,0,3.6350607099878633,0,1.766929042750471,0,4.205972445662799,0,4.506994968888787,0,2.033191192140124,5.099866427824198,5
Roger,smiled,SMILED,Roger smiled and sat down.,1,8,29,1,3.360655737704918,1.0650944697575877,0.008130081300813,4.812184355372417,-0.08130081300813,3.586391493607377,-1.3063964384598254,-1.068561957312917,-0.3666138450304667,0.6749912597783346,-0.8185316332660261,1.4760319913050033,167.90243902439025,204.4878048780488,245.85365853658536,310.5365853658537,324.3970588235294,4.830426216125488,2.0898766046498487,7.090999999999999,1.609,9.29608864083928,9.770835635312794,9.826051625842792,2.340531695326588,2.2458125549411845,2.2438576601972327,0,0,11.52200881556244,0,11.856609853401666,0,11.690613337120029,0,10.974861595701558,0,11.01661986448451,0,10.777039120276076,0,8.538724230059676,5.5254529391317835,6
You're,getting,GETTING,You're getting up early in the morning.,1,58,298,1,3.540983606557377,1.1191331540051177,0.0082644628099173,4.795790545596741,-0.0826446280991735,3.5310553262002182,0.6268212144571704,-0.829075310010805,-0.924881827263605,-0.5928019089238539,0.3925148951155798,0.6035139927330343,163.609756097561,192.4878048780488,208.1951219512195,226.7317073170732,275.9830508474576,5.410373687744141,2.858859716793364,6.2490000000000006,3.139,4.629024967551509,4.942913367428458,4.7546770360761945,3.1474726411663507,2.7852529801874573,2.95838435332968,0,0,4.784346276551119,0,4.944245944113759,0,5.08747314653893,0,5.031504891537867,0,5.0443289864147065,0,5.638757386540982,0,4.670421296066577,10.115327457678946,7
The campaign will pay for,itself.,ITSELF,The campaign will pay for itself.,5,30,138,1,4.163934426229508,0.9691977415858346,0.045045045045045,3.100092288878234,-0.1351351351351351,3.097642020624453,0.4729572965176782,3.042323980425404,2.6360747472383084,2.114442965391672,2.296869923174381,4.106785454729358,186.13953488372093,205.11627906976744,322.6046511627907,581.1162790697674,278.57894736842104,8.496323585510254,4.320694296268881,17.211000000000002,3.1739999999999995,7.386025228647931,5.305040925003632,5.127258329973562,2.32425241871912,1.8640186180867488,2.0288929210854945,1,1,11.211372762950912,1,11.89408552900272,1,13.48222378046763,1,13.11443275493086,1,12.46001507056486,1,9.37663275171851,1,11.791532707773124,7.615298339825815,7
He held his mother,tight,TIGHT,He held his mother tight and she cried into his chest.,4,133,899,1,4.032786885245901,0.99945340252817,0.2040816326530612,1.5892352051165808,-0.010204081632653,2.3544338632271247,1.146227014427215,-0.8915003740861179,-1.921932231438788,0.2897160156752467,-0.0604559355660488,1.953392538345848,183.5121951219512,196.97560975609755,219.02439024390245,260.0975609756098,266.986301369863,11.123106002807615,2.2762181999913342,7.582000000000001,3.016,11.363395589031196,11.815508172040577,11.966557754140984,3.4295853667599814,3.0649479914334448,2.4159874088240025,0,0,5.325594664739265,0,5.4537374285306575,0,5.6055878403483685,0,5.769975110480133,0,7.49698789989356,0,4.97187851132694,0,4.992030188273112,7.862112211662748,5
Don't die of cold,before,BEFORE,Don't die of cold before you die in battle.,4,85,491,1,2.7540983606557377,1.1497208024112933,0.017094017094017,4.069026754237811,-0.1111111111111111,3.39701221592949,1.675645831876171,-0.6039986469332286,0.7786261620728866,-0.1445535157650178,-1.996384190476459,0.2714966614254971,202.13953488372093,222.9767441860465,261.1162790697674,347.3488372093023,294.22535211267603,7.356361865997314,1.7815217025589072,7.454000000000004,1.8600000000000008,6.298514289226842,6.213871261208382,6.678855294887598,1.4967171518076177,1.847373230449495,1.566176933722876,0,0,6.6022419126253125,0,6.49645648761448,0,6.413097137687779,0,5.5054901266646326,0,6.73667040402724,0,5.003188504024721,0,5.795071753606647,10.609081944147828,6
Bruce is looking for someone to take the,spare,SPARE,Bruce is looking for someone to take the spare room in his flat.,8,179,1393,1,2.5245901639344264,1.05840378836953,0.0080645161290322,4.820281565605037,-0.1048387096774193,3.565565073189378,0.743202467690205,-1.8379321995694835,-1.4302254494117654,-1.9155376756357647,-1.17676474251177,-0.3983453570050029,168.0952380952381,203.7142857142857,209.42857142857144,225.9047619047619,262.6351351351352,9.190927505493164,1.586436020739574,10.036,1.4869999999999983,10.052764154098984,10.492373700053408,10.582658061549704,1.5026463084220774,1.4705183386195315,1.4958859185890467,0,0,11.47122978759212,0,9.503500941607346,0,9.79254196840654,0,9.77812609906459,0,11.101210563322311,0,9.352633320361129,0,9.950598392062172,7.360739903058278,5
I shall have a victory and,I,I,I shall have a victory and I want it to be remembered.,6,160,1181,1,3.6557377049180326,1.046983697766101,0.0083333333333333,4.787491742782046,-0.0833333333333333,3.486304238830605,-1.7188153412308542,-0.6791079870092891,0.1944155721437363,-1.0245290255926538,0.6264849347727639,-0.0362401069170352,54.095238095238095,54.095238095238095,54.095238095238095,59.333333333333336,261.8767123287671,5.014829635620117,2.604704561888182,4.07,3.119999999999999,3.924249722287892,3.923996437927663,3.923996437927663,2.411635522998244,2.810143925042723,2.6496767699119683,0,0,2.104925559565751,0,2.2105234950074,0,2.5597820739857067,0,2.5500895855167927,0,2.062804621028018,0,2.245825515407935,0,2.779522192923312,14.52773902728693,1
Charles,felt,FELT,Charles felt sick to the pit of his stomach.,1,101,616,1,3.6557377049180326,1.1384967559848285,0.0165289256198347,4.102643365036796,-0.1239669421487603,3.493850625138614,-0.0341252126857347,-1.5862991344797457,-0.9254796436522156,-1.1293068902170902,-0.3382306724786758,0.5527774222653382,146.66666666666666,167.71428571428572,190.28571428571428,252.1904761904762,273.55882352941177,4.454935550689697,2.0898766046498487,4.933,1.609,4.307330804209312,4.034428418987657,3.9682751492659385,2.340531695326588,2.2458125549411845,2.2438576601972327,0,0,9.613089407876323,0,11.388840395864436,0,10.538864769037009,0,11.082407990825526,0,10.983631190956356,0,10.061264492212644,0,9.873431439188682,8.717845704894915,4
He sat his son up on the table,and,AND,He sat his son up on the table and laid his belt beside him.,8,195,1586,1,4.245901639344262,0.7671535636128756,0.53125,0.6325225587435105,0.4270833333333333,1.8573243668433463,-0.8807634528400076,0.1100422558598168,0.3536469283558073,-0.8637554424131073,-1.403741900409971,-0.7499320803046188,69.14285714285714,69.14285714285714,76.76190476190476,148.85714285714286,244.60294117647052,2.5059757232666016,2.5210694617507263,1.3629999999999995,2.7060000000000013,2.389231370043412,2.1619270774183184,2.024354525867204,2.636690189987482,2.8269758220725096,2.6134801322501016,0,0,1.2722226989980787,0,1.1419732379335348,0,0.955728101577208,0,0.8304334176222395,0,1.3677449362248082,0,1.0097093974316174,0,0.9921453631412268,13.433927978319357,3
He sighed and walked back,to,TO,He sighed and walked back to the wood shop.,5,91,540,1,4.573770491803279,0.6180349610780559,0.3645833333333333,1.0090001299784226,0.1249999999999999,2.067346895807521,1.0979520088276622,0.9508894276501976,0.3565189005299048,0.0601510040107438,-0.3474271943454038,0.8542709381740365,57.2093023255814,57.2093023255814,57.2093023255814,57.2093023255814,289.1230769230769,1.4914779663085938,5.014431061061926,2.674999999999997,5.195,1.5609063164450123,0.6904140220386137,0.7358578414339442,5.582341247752905,4.636784679314899,4.707381938266097,0,0,0.5226389910522009,0,0.5992644991800355,0,0.6509356184887548,0,0.7483221880323899,0,0.3988147099410721,0,0.7700858368262249,0,0.6303652078620342,13.960969286275441,2
He held his mother tight and she cried into,his,HIS,He held his mother tight and she cried into his chest.,9,133,904,1,4.39344262295082,0.713645302294031,0.7011494252873564,0.3550342544812724,0.5977011494252874,1.0753394262592335,-0.7023054723004799,-0.6024637760157207,-1.1888678722083568,-0.539545787798005,-1.9813828520476813,-0.543734109414195,129.46341463414635,138.82926829268294,138.82926829268294,241.17073170731703,261.05479452054794,3.10249137878418,2.212860795827768,3.331000000000003,2.5539999999999985,3.322215823873669,3.2384477781905456,3.3336136200839896,2.837222325736333,2.4491676600140466,2.354347205884552,0,0,0.7792211450654601,0,0.2936413436258138,0,0.097253354062685,0,0.1590122398073981,0,0.6226024393271447,0,0.1672850088807628,0,0.1273064887771707,11.593251209508129,3
He drank too,much,MUCH,He drank too much at times and washed too little at times.,3,154,1112,1,4.737704918032787,0.6028167036024106,0.8202247191011236,0.1981769285837487,0.7865168539325843,0.8390055580854406,0.8211378562987132,0.306760810871256,0.9821273315520512,-0.1283983246586096,0.513796193259103,0.93286300212386,107.61904761904762,110.28571428571428,113.23809523809524,123.52380952380952,271.9220779220779,1.760712742805481,1.880963222543229,2.301,2.196,2.2741343515850114,0.2708530844888896,1.3934968672588803,2.2821818864850254,2.1179338866315742,2.1063795146349302,0,0,0.0554839373045523,0,0.0585302120686936,0,0.0747346866743997,0,0.1134216251879139,0,0.0847922999919999,0,0.0797116983978544,0,0.0886045880036295,10.81247165589451,4
He came back to his senses when he heard his dad stand up to,him.,HIM,He came back to his senses when he heard his dad stand up to him.,14,201,1670,1,3.6885245901639343,1.0089761081835615,0.1043478260869565,2.26002547857525,0.017391304347826,3.3518106656398508,-1.0063444410228275,1.1017324760582567,1.6360234022140503,2.0530595756626515,0.8056904759846235,4.1934299524186,138.38095238095238,155.33333333333334,201.52380952380952,709.2380952380952,277.5308641975309,4.858263969421387,2.7755815553148087,11.799000000000008,2.9399999999999977,5.022697940900702,3.936015932113092,3.17885687598386,3.3389325916488057,2.6390618526332656,2.595635097779398,1,1,10.757278152726371,1,9.53179221750652,1,11.300926021745848,1,10.78562869503193,1,10.194330555125052,1,9.099253247512657,1,15.908626672079295,12.087908287179532,4
I don't,want,WANT,I don't want to hear it.,2,23,100,1,4.459016393442623,0.743275868297527,0.1489361702127659,1.9042374526547448,-0.2234042553191489,2.0981165314531287,0.5361242301523466,-1.8316685011608205,-2.211484443057667,-1.4434327328402,-0.4477148376066576,-0.8503137891363527,143.70731707317074,158.9268292682927,168.09756097560975,193.17073170731703,269.3766233766234,2.592961549758911,1.639468416398112,3.332,1.1740000000000004,2.667959295550341,2.2664022708427374,2.1893784968969934,2.0329523786044432,1.4955589515058416,1.4330990282732852,0,0,2.467230212106833,0,2.388042544002643,0,2.3542073775678425,0,2.309618816018399,0,2.8535870259470637,0,2.837493521386453,0,2.365571046109322,11.854513166689632,4
He is,after,AFTER,He is after glory and heads for his hall.,2,88,513,1,3.295081967213114,1.1451966686277364,0.0076335877862595,4.875197323201151,-0.0839694656488549,3.7936568770927472,0.2044092458026933,-0.3518402191640936,0.5227265906604853,-0.2528589404244707,-1.1234386028213934,1.1216197621461614,178.2439024390244,229.9512195121951,294.7317073170732,371.219512195122,275.7945205479452,7.759810447692871,2.625392276359072,7.656000000000001,2.383,8.795782951833536,8.157460312353725,7.852321735830154,2.374932316615918,2.492479285613265,2.4499965906475243,0,0,8.749721633977375,0,8.854569783423903,0,8.618861500498504,0,8.543499149342953,0,7.964543073053262,0,7.888844628952762,0,7.712053342128102,10.457717433909403,5
Alec stood against the wall,to,TO,Alec stood against the wall to steady himself.,5,72,399,1,3.114754098360656,1.0343816293763424,0.036697247706422,3.305053521109253,-0.3761467889908257,2.5912212718753795,0.0382155291932049,-0.3380611377401082,-0.2341704421366254,-0.8650862453268652,-0.6261045473317305,-0.1119857128907077,23.53488372093023,25.11627906976744,25.11627906976744,53.2093023255814,267.8484848484849,3.755640983581543,3.590887361214034,3.1670000000000016,3.267999999999999,3.705435060900668,3.855241247050861,4.967712208880004,3.335708972518614,3.2970025171053843,3.621828196174054,0,0,4.197098871397823,0,4.103890423258963,0,4.400910117464273,0,4.514967877069456,0,4.2728581300095065,0,4.862746095699777,0,5.18710472376623,13.960969286275441,2
The police officer got out of the van and picked,up,UP,The police officer got out of the van and picked up the two cans.,10,198,1627,1,4.39344262295082,0.7805700593068752,0.6847826086956522,0.3786538506575075,0.6195652173913044,1.3454552952964052,0.5159393384421684,-0.7914094087961772,0.5695827681232583,0.7085123217734428,0.2975333898264745,1.7782705796324645,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,262.7826086956522,1.5476897954940796,2.446422956356882,0.3350000000000008,2.169999999999998,0.5413147295119702,0.3626087978596093,0.3409253540388844,3.232345927694112,2.299805872786802,2.209747164629619,0,0,0.3150393330888926,0,0.3520027557183517,0,0.256310953912685,0,0.3477962760019075,0,0.3115588495387259,0,0.2368550586565628,0,0.1790131366162288,12.139772573772941,2
In the morning at breakfast Mike smiled at the letter,he,HE,In the morning at breakfast Mike smiled at the letter he received.,10,162,1207,1,3.442622950819672,1.2453191045395342,0.2129629629629629,1.54663701119507,0.0833333333333333,2.9506087137315595,-1.6795175391757644,-0.5003651237725827,1.014669731259346,-0.7979036150050376,0.4979792887514288,0.2630981847705446,42.85714285714285,45.80952380952381,45.80952380952381,45.80952380952381,252.126582278481,4.539030075073242,3.199515689858301,6.328000000000003,4.616,4.866789904254075,4.879039656948803,4.924861100299385,3.791091226360048,3.583628309481283,3.3680372672242505,0,0,2.115564545333578,0,2.546009079711522,0,2.4058886765114984,0,2.457934964640507,0,2.110976639761695,0,2.0713048451110136,0,1.9954320542980453,12.872611442080993,2
